ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_REVENUE,YEAR,MONTH
10250,45.0,100.0,14,8160.3,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Planes,157.0,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,4500.0,2004,5
10109,38.0,100.0,3,4432.7,2003-03-10T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,142.0,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,3800.0,2003,3
10334,34.0,61.38,1,2086.92,2004-11-19T00:00:00.000Z,On Hold,4,11,2004,Trucks and Buses,60.0,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,2086.92,2004,11
10381,41.0,100.0,8,4319.76,2005-02-17T00:00:00.000Z,Shipped,1,2,2005,Vintage Cars,101.0,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,4100.0,2005,2
10273,34.0,98.06,2,3334.04,2004-07-21T00:00:00.000Z,Shipped,3,7,2004,Ships,86.0,S18_3029,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,3334.04,2004,7
10184,28.0,100.0,10,4409.72,2003-11-14T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,169.0,S18_3232,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,2800.0,2003,11
10281,20.0,40.66,2,813.2,2004-08-19T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,35.0,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,813.1999999999999,2004,8
10155,23.0,72.62,6,1670.26,2003-10-06T00:00:00.000Z,Shipped,4,10,2003,Planes,68.0,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,1670.2600000000002,2003,10
10279,33.0,71.06,4,2344.98,2004-08-09T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,85.0,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2344.98,2004,8
10262,49.0,87.21,16,4273.29,2004-06-24T00:00:00.000Z,Cancelled,2,6,2004,Vintage Cars,83.0,S24_3816,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4273.29,2004,6
10114,32.0,100.0,7,3667.52,2003-04-01T00:00:00.000Z,Shipped,2,4,2003,Trucks and Buses,96.0,S32_1268,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,3200.0,2003,4
10314,35.0,66.49,9,2327.15,2004-10-22T00:00:00.000Z,Shipped,4,10,2004,Trains,62.0,S32_3207,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2327.1499999999996,2004,10
10372,40.0,100.0,4,5862.0,2005-01-26T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,151.0,S12_3148,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,4000.0,2005,1
10331,46.0,100.0,6,6434.02,2004-11-17T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,141.0,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,4600.0,2004,11
10280,37.0,100.0,13,4750.8,2004-08-17T00:00:00.000Z,Shipped,3,8,2004,Vintage Cars,127.0,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,3700.0,2004,8
10162,48.0,100.0,3,7209.12,2003-10-18T00:00:00.000Z,Shipped,4,10,2003,Vintage Cars,168.0,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large,4800.0,2003,10
10117,21.0,95.8,7,2011.8,2003-04-16T00:00:00.000Z,Shipped,2,4,2003,Trains,100.0,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2011.8,2003,4
10407,6.0,90.19,3,541.14,2005-04-22T00:00:00.000Z,On Hold,2,4,2005,Vintage Cars,92.0,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,541.14,2005,4
10188,25.0,100.0,2,2535.75,2003-11-18T00:00:00.000Z,Shipped,4,11,2003,Motorcycles,112.0,S24_1578,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2500.0,2003,11
10173,31.0,31.53,9,977.43,2003-11-05T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,33.0,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,977.4300000000001,2003,11
10145,33.0,84.77,15,2797.41,2003-08-25T00:00:00.000Z,Shipped,3,8,2003,Planes,72.0,S24_4278,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,2797.41,2003,8
10235,32.0,92.0,9,2944.0,2004-04-02T00:00:00.000Z,Shipped,2,4,2004,Planes,80.0,S700_3167,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2944.0,2004,4
10177,40.0,50.23,6,2009.2,2003-11-07T00:00:00.000Z,Shipped,4,11,2003,Ships,54.0,S72_3212,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small,2009.1999999999998,2003,11
10341,41.0,100.0,9,7737.93,2004-11-24T00:00:00.000Z,Shipped,4,11,2004,Motorcycles,95.0,S10_1678,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,4100.0,2004,11
10336,33.0,57.22,10,1888.26,2004-11-20T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,207.0,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,1888.26,2004,11
10358,42.0,64.16,9,2694.72,2004-12-10T00:00:00.000Z,Shipped,4,12,2004,Trucks and Buses,118.0,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2694.72,2004,12
10287,24.0,100.0,3,3516.48,2004-08-30T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,142.0,S18_1984,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2400.0,2004,8
10232,22.0,100.0,6,3606.02,2004-03-20T00:00:00.000Z,Shipped,1,3,2004,Vintage Cars,136.0,S18_3140,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2200.0,2004,3
10412,60.0,100.0,9,11887.8,2005-05-03T00:00:00.000Z,Shipped,2,5,2005,Classic Cars,169.0,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,6000.0,2005,5
10363,46.0,60.3,10,2773.8,2005-01-06T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,80.0,S18_3278,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2773.7999999999997,2005,1
10286,38.0,57.2,1,2173.6,2004-08-28T00:00:00.000Z,Shipped,3,8,2004,Motorcycles,62.0,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,2173.6,2004,8
10293,49.0,100.0,3,4946.06,2004-09-09T00:00:00.000Z,Shipped,3,9,2004,Vintage Cars,87.0,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,4900.0,2004,9
10344,29.0,59.53,7,1726.37,2004-11-25T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,73.0,S24_1046,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,1726.3700000000001,2004,11
10266,28.0,48.3,1,1352.4,2004-07-06T00:00:00.000Z,Shipped,3,7,2004,Classic Cars,50.0,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,1352.3999999999999,2004,7
10371,20.0,100.0,5,3449.4,2005-01-23T00:00:00.000Z,Shipped,1,1,2005,Trucks and Buses,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2000.0,2005,1
10279,48.0,100.0,6,6168.0,2004-08-09T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,107.0,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4800.0,2004,8
10141,24.0,45.99,7,1103.76,2003-08-01T00:00:00.000Z,Shipped,3,8,2003,Trucks and Buses,54.0,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1103.76,2003,8
10424,44.0,61.41,2,2702.04,2005-05-31T00:00:00.000Z,In Process,2,5,2005,Trucks and Buses,64.0,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2702.04,2005,5
10208,37.0,100.0,4,4447.4,2004-01-02T00:00:00.000Z,Shipped,1,1,2004,Ships,100.0,S700_3505,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,3700.0,2004,1
10273,26.0,100.0,9,2969.46,2004-07-21T00:00:00.000Z,Shipped,3,7,2004,Ships,99.0,S700_3962,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2600.0,2004,7
10211,41.0,100.0,14,4708.44,2004-01-15T00:00:00.000Z,Shipped,1,1,2004,Motorcycles,95.0,S10_1678,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,4100.0,2004,1
10153,20.0,100.0,11,4904.0,2003-09-28T00:00:00.000Z,Shipped,3,9,2003,Classic Cars,207.0,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2000.0,2003,9
10109,26.0,100.0,4,4379.18,2003-03-10T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,141.0,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2600.0,2003,3
10225,47.0,64.68,5,3039.96,2004-02-22T00:00:00.000Z,Shipped,1,2,2004,Classic Cars,77.0,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3039.9600000000005,2004,2
10299,39.0,55.95,3,2182.05,2004-09-30T00:00:00.000Z,Shipped,3,9,2004,Motorcycles,62.0,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,2182.05,2004,9
10261,20.0,89.53,9,1790.6,2004-06-17T00:00:00.000Z,Shipped,2,6,2004,Vintage Cars,87.0,S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,1790.6,2004,6
10143,34.0,85.87,5,2919.58,2003-08-10T00:00:00.000Z,Shipped,3,8,2003,Planes,74.0,S700_4002,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,2919.58,2003,8
10398,36.0,87.36,12,3144.96,2005-03-30T00:00:00.000Z,Shipped,1,3,2005,Planes,74.0,S700_4002,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,3144.96,2005,3
10283,33.0,51.32,12,1693.56,2004-08-20T00:00:00.000Z,Shipped,3,8,2004,Ships,54.0,S72_3212,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,1693.56,2004,8
10384,34.0,100.0,4,4846.7,2005-02-23T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,136.0,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,3400.0,2005,2
10336,33.0,100.0,11,4059.33,2004-11-20T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,151.0,S12_3148,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,3300.0,2004,11
10239,21.0,93.28,5,1958.88,2004-04-12T00:00:00.000Z,Shipped,2,4,2004,Classic Cars,115.0,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,1958.88,2004,4
10227,46.0,100.0,7,7017.76,2004-03-02T00:00:00.000Z,Shipped,1,3,2004,Vintage Cars,127.0,S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,4600.0,2004,3
10353,27.0,100.0,1,3515.67,2004-12-04T00:00:00.000Z,Shipped,4,12,2004,Planes,84.0,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,2700.0,2004,12
10312,25.0,100.0,11,3881.25,2004-10-21T00:00:00.000Z,Shipped,4,10,2004,Vintage Cars,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2500.0,2004,10
10197,46.0,87.74,4,4036.04,2003-11-26T00:00:00.000Z,Shipped,4,11,2003,Ships,86.0,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,4036.04,2003,11
10165,28.0,100.0,6,3337.6,2003-10-22T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,143.0,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2800.0,2003,10
10213,38.0,94.79,1,3602.02,2004-01-22T00:00:00.000Z,Shipped,1,1,2004,Vintage Cars,92.0,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,3602.0200000000004,2004,1
10273,33.0,71.09,12,2345.97,2004-07-21T00:00:00.000Z,Shipped,3,7,2004,Vintage Cars,87.0,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2345.9700000000003,2004,7
10390,45.0,100.0,8,6763.05,2005-03-04T00:00:00.000Z,Shipped,1,3,2005,Classic Cars,140.0,S24_3856,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4500.0,2005,3
10316,30.0,77.79,8,2333.7,2004-11-01T00:00:00.000Z,Shipped,4,11,2004,Planes,68.0,S24_3949,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2333.7000000000003,2004,11
10416,45.0,100.0,2,4764.6,2005-05-10T00:00:00.000Z,Shipped,2,5,2005,Motorcycles,99.0,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,4500.0,2005,5
10165,44.0,53.44,7,2351.36,2003-10-22T00:00:00.000Z,Shipped,4,10,2003,Trains,62.0,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2351.3599999999997,2003,10
10394,30.0,60.28,4,1808.4,2005-03-15T00:00:00.000Z,Shipped,1,3,2005,Trains,62.0,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1808.4,2005,3
10133,49.0,57.1,6,2797.9,2003-06-27T00:00:00.000Z,Shipped,2,6,2003,Vintage Cars,68.0,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2797.9,2003,6
10299,44.0,80.55,5,3544.2,2004-09-30T00:00:00.000Z,Shipped,3,9,2004,Motorcycles,81.0,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3544.2,2004,9
10221,23.0,97.0,4,2231.0,2004-02-18T00:00:00.000Z,Shipped,1,2,2004,Ships,86.0,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2231.0,2004,2
10296,34.0,100.0,11,3477.86,2004-09-15T00:00:00.000Z,Shipped,3,9,2004,Ships,90.0,S700_2047,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium,3400.0,2004,9
10307,22.0,100.0,9,2692.8,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Classic Cars,136.0,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,2200.0,2004,10
10230,43.0,100.0,1,7016.31,2004-03-15T00:00:00.000Z,Shipped,1,3,2004,Classic Cars,151.0,S12_3148,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,4300.0,2004,3
10289,24.0,56.07,1,1345.68,2004-09-03T00:00:00.000Z,Shipped,3,9,2004,Vintage Cars,53.0,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1345.68,2004,9
10366,34.0,100.0,3,4207.84,2005-01-10T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,142.0,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,3400.0,2005,1
10390,40.0,100.0,9,5491.6,2005-03-04T00:00:00.000Z,Shipped,1,3,2005,Classic Cars,80.0,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4000.0,2005,3
10141,20.0,54.33,2,1086.6,2003-08-01T00:00:00.000Z,Shipped,3,8,2003,Classic Cars,57.0,S24_1444,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1086.6,2003,8
10380,34.0,100.0,11,3953.18,2005-02-16T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,107.0,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3400.0,2005,2
10287,40.0,88.12,16,3524.8,2004-08-30T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,80.0,S24_4620,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3524.8,2004,8
10390,41.0,44.56,11,1826.96,2005-03-04T00:00:00.000Z,Shipped,1,3,2005,Motorcycles,40.0,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1826.96,2005,3
10250,31.0,91.34,9,2831.54,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Planes,91.0,S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2831.54,2004,5
10197,42.0,50.23,12,2109.66,2003-11-26T00:00:00.000Z,Shipped,4,11,2003,Ships,54.0,S72_3212,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,2109.66,2003,11
10291,41.0,100.0,10,4687.94,2004-09-08T00:00:00.000Z,Shipped,3,9,2004,Trucks and Buses,116.0,S18_1097,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4100.0,2004,9
10110,37.0,100.0,16,5433.08,2003-03-18T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,124.0,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3700.0,2003,3
10221,23.0,80.67,5,1855.41,2004-02-18T00:00:00.000Z,Shipped,1,2,2004,Trains,100.0,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,1855.41,2004,2
10124,36.0,85.59,7,3081.24,2003-05-21T00:00:00.000Z,Shipped,2,5,2003,Vintage Cars,92.0,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium,3081.2400000000002,2003,5
10371,25.0,97.27,12,2431.75,2005-01-23T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,57.0,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2431.75,2005,1
10122,39.0,30.96,4,1207.44,2003-05-08T00:00:00.000Z,Shipped,2,5,2003,Classic Cars,37.0,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,1207.44,2003,5
10419,70.0,100.0,8,9240.0,2005-05-17T00:00:00.000Z,Shipped,2,5,2005,Classic Cars,140.0,S24_3856,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,7000.0,2005,5
10250,40.0,75.06,13,3002.4,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Planes,68.0,S24_3949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3002.4,2004,5
10103,31.0,100.0,3,3224.31,2003-01-29T00:00:00.000Z,Shipped,1,1,2003,Trucks and Buses,96.0,S32_1268,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3100.0,2003,1
10207,45.0,56.55,2,2544.75,2003-12-09T00:00:00.000Z,Shipped,4,12,2003,Trains,62.0,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2544.75,2003,12
10355,40.0,100.0,5,4326.8,2004-12-07T00:00:00.000Z,Shipped,4,12,2004,Motorcycles,102.0,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4000.0,2004,12
10250,35.0,100.0,11,3909.15,2004-05-11T00:00:00.000Z,Shipped,2,5,2004,Planes,99.0,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,3500.0,2004,5
10308,34.0,100.0,2,4043.96,2004-10-15T00:00:00.000Z,Shipped,4,10,2004,Motorcycles,118.0,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,3400.0,2004,10
10178,24.0,100.0,12,3492.48,2003-11-08T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,136.0,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2400.0,2003,11
10217,48.0,100.0,4,7020.48,2004-02-04T00:00:00.000Z,Shipped,1,2,2004,Classic Cars,147.0,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large,4800.0,2004,2
10310,33.0,100.0,10,6934.62,2004-10-16T00:00:00.000Z,Shipped,4,10,2004,Classic Cars,194.0,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,3300.0,2004,10
10297,25.0,82.79,4,2069.75,2004-09-16T00:00:00.000Z,Shipped,3,9,2004,Planes,84.0,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2069.75,2004,9
10117,23.0,97.42,4,2240.66,2003-04-16T00:00:00.000Z,Shipped,2,4,2003,Vintage Cars,87.0,S18_4522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2240.66,2003,4
10321,37.0,33.23,12,1229.51,2004-11-04T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,37.0,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,1229.51,2004,11
